sex,age_cat,race,score
Male,25 - 45,African-American,0.8523380194481156
Male,25 - 45,African-American,0.8523379835968219
Male,25 - 45,Other,0.8523379283744693
Female,25 - 45,Caucasian,0.852337925863624
Male,25 - 45,African-American,0.8523378370120386
Male,25 - 45,Caucasian,0.8523377693884518
Male,25 - 45,Caucasian,0.8523377189452933
Male,25 - 45,Caucasian,0.8523376598813909
Male,25 - 45,Caucasian,0.8523376198241606
Male,25 - 45,Caucasian,0.8523376006371433
Male,Greater than 45,Other,0.8523374639991957
Male,25 - 45,African-American,0.8523374540273071
Male,25 - 45,Other,0.8523370525195993
Female,Greater than 45,Caucasian,0.852337046389523
Male,Greater than 45,African-American,0.8523368023622216
Male,Greater than 45,Caucasian,0.8523367051760454
Male,25 - 45,Hispanic,0.8523364911381204
Male,Greater than 45,Caucasian,0.8486861977979301
Female,25 - 45,Hispanic,0.8486846466453429
Male,Greater than 45,African-American,0.8486832272408859
Male,Greater than 45,African-American,0.8472255866795729
Male,25 - 45,Caucasian,0.8472244450235704
Female,Greater than 45,African-American,0.8472240711722039
Male,Greater than 45,Caucasian,0.8472238313106939
Male,25 - 45,Hispanic,0.8472233327542154
Male,Greater than 45,African-American,0.8472230824199151
Male,Greater than 45,African-American,0.8472224567559861
Male,25 - 45,Hispanic,0.8472220630159747
Female,25 - 45,African-American,0.8472219785600332
Male,Greater than 45,African-American,0.8472217071390024
Male,25 - 45,African-American,0.8472215458374184
Male,25 - 45,Hispanic,0.8472209952983697
Male,25 - 45,African-American,0.8457623907465189
Male,25 - 45,Hispanic,0.8457623682004611
Male,25 - 45,African-American,0.8457616835299258
Male,25 - 45,African-American,0.8457615412129079
Male,25 - 45,African-American,0.8457613126707657
Female,25 - 45,Caucasian,0.8457612063999094
Male,Greater than 45,Caucasian,0.8457611101057206
Male,Greater than 45,Caucasian,0.8457610184737553
Male,25 - 45,Caucasian,0.8457609968644889
Male,25 - 45,Caucasian,0.8457609068103427
Male,25 - 45,African-American,0.8457608808774691
Male,25 - 45,African-American,0.8457608563847888
Female,Greater than 45,Hispanic,0.8457607982644549
Male,25 - 45,African-American,0.8457607909727936
Male,25 - 45,African-American,0.845760780786931
Female,25 - 45,African-American,0.8457607694423188
Male,Greater than 45,African-American,0.8457607474442773
Male,25 - 45,African-American,0.8457606960027041
Male,25 - 45,African-American,0.8457606696313306
Male,25 - 45,African-American,0.8457605541907843
Male,25 - 45,Caucasian,0.8457604787413231
Female,25 - 45,African-American,0.8457604212483518
Male,25 - 45,Other,0.8457603543045757
Male,25 - 45,African-American,0.8457603500251625
Female,Greater than 45,Caucasian,0.8457603191800477
Male,25 - 45,Caucasian,0.8457603027108122
Male,25 - 45,African-American,0.8457602925922756
Female,25 - 45,Hispanic,0.8457602710865232
Male,Greater than 45,Caucasian,0.8457601837939899
Male,25 - 45,African-American,0.8457601771532781
Male,25 - 45,Caucasian,0.8457601726704529
Male,Less than 25,African-American,0.8457601721902879
Male,25 - 45,Other,0.8457601477790673
Male,25 - 45,Caucasian,0.8457601072453829
Male,Greater than 45,African-American,0.8457600207622046
Male,25 - 45,Caucasian,0.845759968903916
Male,25 - 45,African-American,0.845759926997991
Female,Greater than 45,Caucasian,0.8457598776650941
Male,25 - 45,African-American,0.8457597604963413
Male,Greater than 45,African-American,0.8457597535796361
Male,25 - 45,Hispanic,0.8457596971974405
Female,25 - 45,Caucasian,0.845759582186085
Male,25 - 45,African-American,0.8457594665049761
Male,25 - 45,Caucasian,0.8457594462654818
Male,25 - 45,African-American,0.8457594223921858
Male,25 - 45,African-American,0.8457592303178031
Female,25 - 45,Hispanic,0.8457591647699433
Male,Greater than 45,African-American,0.8457591538676674
Male,25 - 45,African-American,0.8457591301304769
Female,25 - 45,Hispanic,0.8457590818037818
Male,Greater than 45,Caucasian,0.8457590372286149
Male,25 - 45,Hispanic,0.8457589992004709
Male,25 - 45,Hispanic,0.8457589957821159
Female,25 - 45,Caucasian,0.8457588086193618
Male,Greater than 45,African-American,0.8457586443661039
Female,25 - 45,African-American,0.8457586411495616
Male,25 - 45,African-American,0.8457578582104267
Male,Greater than 45,Caucasian,0.8457578423927624
Male,Greater than 45,Caucasian,0.8406445965262301
Male,Greater than 45,Caucasian,0.8406431393672802
Male,Greater than 45,Other,0.8406428871149854
Female,25 - 45,African-American,0.8406426037871081
Male,Greater than 45,African-American,0.8406425019233773
Male,25 - 45,African-American,0.8406421763805294
Male,Greater than 45,African-American,0.8406421363944324
Male,25 - 45,Caucasian,0.8391831934451061
Male,25 - 45,African-American,0.8391830546940461
Male,Greater than 45,Caucasian,0.8391826748146977
Male,25 - 45,African-American,0.8391825584406626
Male,Greater than 45,Caucasian,0.8391821921256766
Male,25 - 45,Caucasian,0.8391821220185189
Male,Greater than 45,Caucasian,0.8391820764435046
Male,25 - 45,Caucasian,0.8391818326144646
Female,Greater than 45,Caucasian,0.8391817896656643
Male,25 - 45,Caucasian,0.8391817356379968
Male,25 - 45,Caucasian,0.8391816690662639
Male,25 - 45,Caucasian,0.8391816496480278
Male,Greater than 45,Caucasian,0.8391816264404988
Male,25 - 45,African-American,0.8391815523783693
Male,Greater than 45,Caucasian,0.8391814855909646
Male,Greater than 45,African-American,0.8391814774870827
Male,Greater than 45,African-American,0.839181418268987
Male,25 - 45,Caucasian,0.8391813526938613
Male,Greater than 45,Hispanic,0.8391813019231908
Female,25 - 45,African-American,0.8391812675341745
Male,25 - 45,Other,0.8391812465671239
Male,25 - 45,African-American,0.8391811894091541
Female,25 - 45,Caucasian,0.8391811420490436
Male,25 - 45,Caucasian,0.8391811373808322
Male,Greater than 45,Caucasian,0.8391809597580249
Male,25 - 45,Hispanic,0.8391808868202103
Male,25 - 45,Other,0.8391808862075237
Male,25 - 45,Hispanic,0.8391807951070974
Male,25 - 45,African-American,0.8391807868380822
Male,25 - 45,Other,0.8391807658175526
Male,25 - 45,African-American,0.8391805682760667
Male,25 - 45,African-American,0.8391805069723338
Female,25 - 45,Hispanic,0.8391802196280862
Female,25 - 45,African-American,0.8391802017945504
Female,25 - 45,African-American,0.8391800123716912
Male,25 - 45,African-American,0.8391799697033857
Female,Greater than 45,Caucasian,0.8391798373957742
Female,Greater than 45,African-American,0.8391798370783444
Male,Greater than 45,Caucasian,0.839179758190203
Male,Greater than 45,Caucasian,0.8355273521424806
Male,25 - 45,African-American,0.8340647301251337
Female,25 - 45,Hispanic,0.834064273004535
Male,Greater than 45,African-American,0.8340641671003426
Female,25 - 45,African-American,0.8340640085079934
Female,Greater than 45,Caucasian,0.8340635232199803
Male,Greater than 45,Caucasian,0.8340630679173285
Male,25 - 45,Hispanic,0.8326036821981939
Male,25 - 45,Caucasian,0.8326036787141584
Male,Greater than 45,Caucasian,0.8326033008260295
Male,Greater than 45,African-American,0.8326032822480809
Male,Greater than 45,African-American,0.832603268180585
Male,25 - 45,African-American,0.8326032472717906
Male,25 - 45,Other,0.8326032356061841
Male,25 - 45,African-American,0.8326031143463986
Male,25 - 45,African-American,0.832602870575151
Male,25 - 45,Caucasian,0.8326027478682351
Male,25 - 45,African-American,0.8326023118456837
Female,Greater than 45,Caucasian,0.8326022283013781
Male,Greater than 45,Caucasian,0.8326020969128749
Male,25 - 45,African-American,0.8326019926361569
Female,25 - 45,Caucasian,0.8326019824885283
Female,25 - 45,Caucasian,0.832601883873327
Male,Greater than 45,Caucasian,0.8326016697419875
Male,Greater than 45,African-American,0.8326014862164847
Male,25 - 45,Hispanic,0.8326014590606944
Male,Greater than 45,African-American,0.8326008333599689
Male,Greater than 45,African-American,0.8289453928759739
Female,Greater than 45,Caucasian,0.8274866877245192
Male,Greater than 45,Caucasian,0.8274862754472937
Male,Greater than 45,Caucasian,0.8274852573054734
Male,25 - 45,African-American,0.8274847613924226
Male,Greater than 45,African-American,0.8274843613631189
Male,Greater than 45,Caucasian,0.8274840100289514
Male,25 - 45,African-American,0.8260248345188319
Male,Greater than 45,African-American,0.8260245993806774
Male,Greater than 45,African-American,0.8260245719536162
Female,Greater than 45,Caucasian,0.8260239903175989
Male,Greater than 45,African-American,0.8260237892153456
Male,25 - 45,Other,0.8260231674274148
Female,Greater than 45,African-American,0.8260230272475877
Male,Greater than 45,African-American,0.8260229561445332
Male,25 - 45,Caucasian,0.8260224226710849
Male,25 - 45,Caucasian,0.8260223479648173
Male,Greater than 45,Caucasian,0.8260223300171967
Female,25 - 45,Hispanic,0.8260221997491133
Male,25 - 45,African-American,0.8260220884087321
Female,25 - 45,African-American,0.8245640630243821
Male,25 - 45,Caucasian,0.8245637553247475
Female,25 - 45,African-American,0.8245637527174162
Male,25 - 45,African-American,0.8245631346646337
Male,25 - 45,Other,0.8245628950004986
Female,25 - 45,Caucasian,0.8245627616263025
Male,25 - 45,African-American,0.8245626355261304
Female,25 - 45,Caucasian,0.8245625080880701
Female,25 - 45,Caucasian,0.8245624772859329
Female,25 - 45,Caucasian,0.8245624583600063
Female,25 - 45,African-American,0.8245624247356925
Male,Greater than 45,Hispanic,0.8245624237843213
Male,Greater than 45,African-American,0.8245623803998229
Male,25 - 45,Caucasian,0.8245623744865728
Male,25 - 45,Caucasian,0.8245623546612759
Female,25 - 45,Caucasian,0.8245622893756201
Female,25 - 45,African-American,0.8245622631656103
Female,25 - 45,African-American,0.8245622582221571
Male,25 - 45,African-American,0.8245622452736328
Female,25 - 45,African-American,0.8245622243752986
Female,25 - 45,Caucasian,0.8245621999760334
Female,25 - 45,Caucasian,0.8245621983330728
Male,25 - 45,Other,0.8245621959194029
Female,25 - 45,Caucasian,0.824562187225651
Male,Greater than 45,Hispanic,0.8245621476203927
Male,25 - 45,African-American,0.8245621359283667
Female,25 - 45,Caucasian,0.8245621340339898
Male,25 - 45,Hispanic,0.82456209447198
Male,25 - 45,African-American,0.8245620821561239
Female,25 - 45,Hispanic,0.824562060920052
Male,25 - 45,Caucasian,0.824562060178946
Female,Greater than 45,Caucasian,0.8245620186859798
Male,25 - 45,African-American,0.8245620161744076
Male,25 - 45,Hispanic,0.8245620098964653
Male,25 - 45,African-American,0.8245619452633576
Female,25 - 45,Caucasian,0.8245619257961998
Female,25 - 45,Caucasian,0.8245619139864484
Male,25 - 45,African-American,0.8245619136374436
Male,25 - 45,Hispanic,0.8245619072426503
Male,25 - 45,Caucasian,0.8245618825876699
Male,25 - 45,Other,0.8245618770290712
Female,25 - 45,African-American,0.8245618477154493
Female,Greater than 45,Caucasian,0.8245618427171625
Male,25 - 45,Hispanic,0.8245618350431843
Female,Greater than 45,Caucasian,0.8245618064284249
Male,25 - 45,African-American,0.8245617983140539
Female,25 - 45,African-American,0.8245617837821191
Male,Greater than 45,African-American,0.8245617438493902
Male,25 - 45,African-American,0.8245617347478728
Female,25 - 45,African-American,0.8245617202765355
Male,25 - 45,African-American,0.8245617122955989
Female,25 - 45,African-American,0.8245617118824743
Male,25 - 45,African-American,0.8245616853380352
Female,25 - 45,Hispanic,0.8245616742161754
Male,25 - 45,Other,0.8245616729739661
Female,25 - 45,Caucasian,0.8245616453796054
Female,25 - 45,African-American,0.8245616388908369
Male,25 - 45,Caucasian,0.8245616214125098
Male,25 - 45,African-American,0.8245616147605963
Male,25 - 45,African-American,0.8245616139758103
Female,25 - 45,African-American,0.8245615793198489
Male,25 - 45,Other,0.8245614923203499
Female,25 - 45,Hispanic,0.8245614820298396
Male,Greater than 45,Caucasian,0.8245614714538816
Male,25 - 45,Caucasian,0.8245614634144532
Male,25 - 45,Hispanic,0.8245613818152177
Female,25 - 45,African-American,0.8245613768004838
Male,25 - 45,Caucasian,0.8245613171196179
Male,25 - 45,Caucasian,0.8245612615031565
Male,25 - 45,Caucasian,0.8245612581100633
Male,Greater than 45,African-American,0.8245612562299205
Male,25 - 45,Caucasian,0.8245612474397387
Male,25 - 45,Hispanic,0.8245612114629188
Male,25 - 45,Caucasian,0.8245611763571471
Female,25 - 45,Other,0.8245611338612722
Female,25 - 45,African-American,0.8245611212538384
Female,Greater than 45,Caucasian,0.8245611100161684
Female,25 - 45,Caucasian,0.8245611094439028
Male,25 - 45,Hispanic,0.8245611070233843
Male,25 - 45,African-American,0.8245610841664902
Male,25 - 45,Hispanic,0.8245610651065591
Male,25 - 45,Caucasian,0.8245610590154264
Male,25 - 45,Other,0.8245610480677447
Male,25 - 45,Caucasian,0.8245610263951367
Female,25 - 45,African-American,0.8245610200285818
Female,Greater than 45,Caucasian,0.8245610093154989
Male,Greater than 45,African-American,0.8245609772994241
Male,25 - 45,African-American,0.8245609701692266
Male,25 - 45,African-American,0.8245609660441245
Female,25 - 45,Caucasian,0.8245609394375695
Male,25 - 45,Caucasian,0.8245609138081901
Female,25 - 45,African-American,0.8245608775287969
Female,25 - 45,African-American,0.8245608713445297
Male,25 - 45,African-American,0.8245608405177015
Male,Greater than 45,Caucasian,0.8245608120018663
Male,25 - 45,Hispanic,0.8245607891256398
Female,25 - 45,African-American,0.8245607340574561
Male,25 - 45,Caucasian,0.8245606936138095
Male,Greater than 45,Caucasian,0.8245604938990011
Female,25 - 45,Other,0.8245604921840447
Male,25 - 45,African-American,0.8245604902916355
Male,Greater than 45,Caucasian,0.8245604532777467
Male,25 - 45,African-American,0.824560432946081
Male,25 - 45,Caucasian,0.8245604092964439
Male,Greater than 45,Caucasian,0.8245603316762397
Male,25 - 45,Other,0.8245603177477664
Male,Greater than 45,Caucasian,0.824560300614239
Male,25 - 45,Caucasian,0.8245602929306263
Male,25 - 45,Hispanic,0.8245602038975118
Male,25 - 45,African-American,0.8245601384486594
Male,25 - 45,African-American,0.8245600813091142
Male,Greater than 45,African-American,0.8245600650501931
Female,25 - 45,Caucasian,0.8245600356994135
Female,25 - 45,Hispanic,0.8245600109624739
Male,25 - 45,Caucasian,0.8245599222927457
Male,25 - 45,Caucasian,0.8245598876924936
Male,25 - 45,African-American,0.8245598335202
Female,25 - 45,Other,0.824559820377576
Male,25 - 45,Caucasian,0.8245597801434971
Male,25 - 45,Caucasian,0.8245597538539828
Female,25 - 45,African-American,0.8245596821296153
Female,25 - 45,African-American,0.8245596397572271
Female,25 - 45,Caucasian,0.824559638421748
Male,25 - 45,Hispanic,0.8245595419292944
Male,25 - 45,African-American,0.8245594813392174
Male,25 - 45,African-American,0.8245594474576439
Female,25 - 45,African-American,0.8245594301055619
Male,25 - 45,Caucasian,0.8245593033584975
Female,25 - 45,Other,0.8245592807633949
Male,25 - 45,Caucasian,0.8245587310381901
Male,25 - 45,Other,0.8245583519442796
Male,Greater than 45,African-American,0.8223690218838966
Male,Greater than 45,African-American,0.8223676392878656
Male,25 - 45,Hispanic,0.8209070730972862
Male,25 - 45,Caucasian,0.819445847838723
Male,25 - 45,Caucasian,0.8194451631299184
Male,25 - 45,Caucasian,0.8194449856454175
Male,25 - 45,Other,0.819444413409232
Male,Greater than 45,Caucasian,0.8194441879523164
Male,25 - 45,Caucasian,0.8194440483340686
Male,Greater than 45,Hispanic,0.8194440198369083
Male,25 - 45,African-American,0.8194439737944057
Female,25 - 45,Caucasian,0.8194439399607666
Male,Greater than 45,African-American,0.8194439339233726
Female,Greater than 45,Caucasian,0.8194438397426964
Male,25 - 45,Caucasian,0.8194432437457471
Male,25 - 45,Caucasian,0.8179853677035808
Male,25 - 45,African-American,0.8179847364183146
Male,25 - 45,African-American,0.8179846888786019
Male,25 - 45,Other,0.8179839861389494
Male,Greater than 45,African-American,0.8179839585651412
Male,25 - 45,Caucasian,0.8179839339387077
Male,25 - 45,Caucasian,0.8179837421087505
Female,25 - 45,African-American,0.8179837217971382
Female,25 - 45,African-American,0.8179836870704066
Male,25 - 45,Caucasian,0.8179836027318284
Female,25 - 45,African-American,0.8179835828275654
Male,25 - 45,African-American,0.8179834041086819
Male,25 - 45,Caucasian,0.817983330489522
Female,25 - 45,African-American,0.8179833168771171
Male,25 - 45,African-American,0.8179832848189824
Male,25 - 45,Other,0.8179832649806902
Male,25 - 45,Caucasian,0.8179832431463261
Male,25 - 45,African-American,0.8179832393278239
Male,25 - 45,African-American,0.8179832385789183
Male,25 - 45,Caucasian,0.8179831984091616
Female,25 - 45,African-American,0.8179831854807907
Male,25 - 45,Caucasian,0.8179830856433488
Male,25 - 45,African-American,0.817983034313515
Female,25 - 45,African-American,0.817983025532493
Male,25 - 45,Caucasian,0.8179829005882824
Male,25 - 45,African-American,0.8179828487895239
Male,25 - 45,African-American,0.8179828340182481
Male,Greater than 45,African-American,0.8179827563082248
Female,25 - 45,Caucasian,0.8179827379114977
Male,25 - 45,African-American,0.8179826772417402
Male,25 - 45,Hispanic,0.8179826743290894
Female,25 - 45,Caucasian,0.8179826386654065
Female,25 - 45,Caucasian,0.817982591523793
Male,25 - 45,Other,0.817982519300966
Male,25 - 45,Caucasian,0.8179824997360476
Male,25 - 45,Other,0.8179824940305327
Female,25 - 45,Hispanic,0.8179824821136484
Female,25 - 45,Hispanic,0.8179824479849865
Male,25 - 45,African-American,0.8179824421256456
Male,25 - 45,Hispanic,0.8179823729811608
Male,25 - 45,Caucasian,0.8179823719967658
Male,25 - 45,African-American,0.8179823402405385
Male,25 - 45,African-American,0.8179823169902329
Male,Greater than 45,African-American,0.8179822936326585
Male,25 - 45,African-American,0.8179822922047243
Male,25 - 45,Hispanic,0.8179822622622261
Female,25 - 45,Caucasian,0.8179822616698109
Male,25 - 45,Other,0.8179822496909416
Male,Greater than 45,Caucasian,0.817982172481
Male,25 - 45,Caucasian,0.8179820145007354
Male,25 - 45,Hispanic,0.8179820102226927
Male,Greater than 45,African-American,0.8179819250106215
Female,25 - 45,Other,0.8179819117139648
Male,25 - 45,Caucasian,0.8179819026631783
Male,25 - 45,African-American,0.8179817441041954
Male,25 - 45,African-American,0.8179817360966294
Female,25 - 45,African-American,0.8179816944760235
Male,25 - 45,African-American,0.8179816092060269
Male,25 - 45,Caucasian,0.8179815702884446
Male,25 - 45,Hispanic,0.8179815678142488
Female,25 - 45,African-American,0.8179815625342294
Male,25 - 45,Hispanic,0.8179814548144205
Male,25 - 45,Caucasian,0.817981405593306
Male,25 - 45,African-American,0.8179813973202451
Male,25 - 45,African-American,0.8179812878560694
Female,25 - 45,Other,0.8179812142977211
Male,25 - 45,African-American,0.8179812099830684
Male,25 - 45,Hispanic,0.8179809357076085
Male,Greater than 45,African-American,0.8179808482618482
Male,25 - 45,Caucasian,0.8179807842317169
Male,25 - 45,African-American,0.8179806300223166
Male,Greater than 45,Caucasian,0.8179805234754831
Male,25 - 45,Hispanic,0.817980128052
Female,Greater than 45,African-American,0.8143271949907606
Male,Greater than 45,Hispanic,0.8143264474780976
Male,25 - 45,African-American,0.8128676110935904
Male,25 - 45,Caucasian,0.8128656388238978
Male,25 - 45,Caucasian,0.8128654315035907
Male,25 - 45,African-American,0.8128652494834324
Male,25 - 45,Other,0.8128651069147445
Female,Greater than 45,Asian,0.8128648850599886
Male,25 - 45,Other,0.8128642115205776
Male,25 - 45,African-American,0.8114057952191466
Male,25 - 45,Caucasian,0.8114049049115885
Male,25 - 45,Hispanic,0.8114048871790682
Male,25 - 45,Other,0.8114047931435623
Male,25 - 45,Caucasian,0.811404708614299
Male,Greater than 45,Caucasian,0.8114047075839292
Male,25 - 45,African-American,0.8114047050718024
Male,25 - 45,Caucasian,0.8114045648336189
Male,25 - 45,Caucasian,0.8114044583215048
Male,25 - 45,African-American,0.8114044204962566
Male,25 - 45,African-American,0.8114044091727876
Male,25 - 45,African-American,0.8114043487462723
Male,Greater than 45,African-American,0.8114043077290816
Female,25 - 45,Caucasian,0.8114043045582605
Female,25 - 45,Caucasian,0.8114042133700454
Male,25 - 45,Caucasian,0.8114041820253113
Male,25 - 45,Caucasian,0.8114041663633108
Male,25 - 45,Caucasian,0.81140394667994
Female,25 - 45,African-American,0.8114039285665081
Male,25 - 45,African-American,0.8114038639811726
Male,25 - 45,African-American,0.811403706762767
Male,25 - 45,Caucasian,0.8114036591906721
Male,25 - 45,Caucasian,0.8114035924233574
Male,25 - 45,African-American,0.8114034016556325
Male,25 - 45,Caucasian,0.8114033202239164
Male,25 - 45,African-American,0.8114033184082943
Male,25 - 45,African-American,0.8114032312638062
Male,25 - 45,African-American,0.8114031659821602
Male,25 - 45,Hispanic,0.8114031570050004
Male,25 - 45,African-American,0.8114030113547076
Male,25 - 45,Caucasian,0.8114029968957752
Male,25 - 45,Caucasian,0.811402560972886
Male,Greater than 45,Caucasian,0.8114024933783637
Male,25 - 45,Caucasian,0.8114023305977476
Male,25 - 45,African-American,0.8114023004516732
Female,25 - 45,African-American,0.811402249968573
Female,25 - 45,African-American,0.8114022108713117
Male,Greater than 45,Caucasian,0.811402195115067
Male,25 - 45,African-American,0.8114020965000143
Female,25 - 45,African-American,0.8114020179838728
Female,25 - 45,Other,0.8114019647293925
Male,25 - 45,Caucasian,0.811401935909317
Male,25 - 45,Caucasian,0.8114014023750858
Male,Greater than 45,Hispanic,0.8114010762738154
Male,Greater than 45,Caucasian,0.8062870660331477
Female,25 - 45,African-American,0.8062869490352442
Male,Greater than 45,African-American,0.8062854661691854
Male,25 - 45,African-American,0.8048261536279305
Female,25 - 45,African-American,0.8048257364407676
Female,25 - 45,Caucasian,0.8048254976692584
Male,25 - 45,Hispanic,0.8048254554712657
Female,25 - 45,African-American,0.8048254409748047
Male,25 - 45,African-American,0.8048253509939658
Male,25 - 45,Caucasian,0.804825341211753
Male,25 - 45,African-American,0.8048252404356151
Male,25 - 45,African-American,0.8048252304550826
Male,25 - 45,Other,0.8048251855547751
Male,25 - 45,Caucasian,0.804824876910879
Female,25 - 45,African-American,0.8048248621740344
Male,25 - 45,African-American,0.8048248601559047
Male,25 - 45,Caucasian,0.8048247844870836
Male,25 - 45,Hispanic,0.8048247444372432
Male,25 - 45,Other,0.8048247116336882
Male,25 - 45,African-American,0.8048245776467088
Male,Greater than 45,African-American,0.804824541056137
Male,25 - 45,African-American,0.804824536831151
Male,Greater than 45,Caucasian,0.8048242979609386
Male,Greater than 45,Caucasian,0.8048242584798492
Male,Greater than 45,Caucasian,0.8048242090651657
Male,25 - 45,African-American,0.804824129055851
Male,25 - 45,African-American,0.8048240075192399
Male,25 - 45,Caucasian,0.8048239331475081
Female,25 - 45,African-American,0.8048238461811367
Male,25 - 45,Hispanic,0.8048237891776128
Male,Greater than 45,African-American,0.8048236313920728
Female,25 - 45,African-American,0.8048236088103571
Female,25 - 45,African-American,0.804823607058997
Male,25 - 45,African-American,0.8048234434775605
Male,25 - 45,African-American,0.8048233511093442
Female,Greater than 45,African-American,0.8048231350177171
Male,Greater than 45,Caucasian,0.8048231261638845
Male,25 - 45,African-American,0.8048228046906079
Male,25 - 45,African-American,0.8048227691684505
Female,25 - 45,African-American,0.8048225137845495
Female,Greater than 45,Caucasian,0.7997092460057734
Male,25 - 45,Caucasian,0.7997067288256094
Male,Greater than 45,African-American,0.7997056947991369
Male,25 - 45,African-American,0.7982471448406515
Male,Greater than 45,Caucasian,0.798246509668719
Male,25 - 45,African-American,0.7982462468485043
Male,25 - 45,Caucasian,0.7982461539634685
Male,25 - 45,African-American,0.7982459992266981
Male,25 - 45,African-American,0.7982459083855342
Male,25 - 45,African-American,0.7982457979490739
Male,Greater than 45,African-American,0.7982457636095615
Male,25 - 45,African-American,0.7982456122260301
Male,Greater than 45,African-American,0.7982455564045661
Male,25 - 45,African-American,0.7982455278071124
Male,25 - 45,African-American,0.7982454296983431
Male,25 - 45,African-American,0.7982453711357094
Male,25 - 45,Caucasian,0.7982453532076578
Male,Greater than 45,African-American,0.7982450855455223
Male,25 - 45,Hispanic,0.7982448523217214
Male,25 - 45,African-American,0.7982448238596476
Female,25 - 45,Caucasian,0.7982446760942129
Male,25 - 45,African-American,0.7982438007653029
Male,25 - 45,African-American,0.7982436769333113
Male,25 - 45,Caucasian,0.7967854699882748
Female,25 - 45,Hispanic,0.7967853808109507
Male,Greater than 45,Caucasian,0.7967853617712491
Female,25 - 45,African-American,0.7967847577790013
Male,25 - 45,African-American,0.796784583398092
Male,Less than 25,Hispanic,0.7967845781952371
Female,25 - 45,African-American,0.7967843430226896
Female,25 - 45,African-American,0.7967843401534224
Male,Greater than 45,Caucasian,0.7967842602987267
Female,25 - 45,African-American,0.7967842259024022
Male,Greater than 45,Caucasian,0.7967841696736266
Female,25 - 45,African-American,0.7967841489567148
Male,25 - 45,Caucasian,0.7967841440376925
Female,25 - 45,Caucasian,0.7967841106039982
Male,25 - 45,Caucasian,0.79678410257927
Male,25 - 45,Hispanic,0.7967840893276951
Male,25 - 45,Caucasian,0.7967840557374446
Male,25 - 45,Hispanic,0.7967840294014065
Male,25 - 45,Hispanic,0.7967840164124319
Female,Greater than 45,Caucasian,0.7967840028460291
Male,25 - 45,Caucasian,0.7967839071799835
Male,25 - 45,African-American,0.7967837884452547
Female,25 - 45,African-American,0.7967837731341791
Female,25 - 45,African-American,0.796783741857492
Female,25 - 45,African-American,0.7967836669400846
Female,25 - 45,Caucasian,0.7967836499450668
Female,25 - 45,African-American,0.7967836483064685
Male,25 - 45,African-American,0.7967836077425537
Male,25 - 45,Caucasian,0.7967835620535042
Male,25 - 45,Hispanic,0.7967834993138879
Male,25 - 45,Caucasian,0.7967834662142134
Male,25 - 45,Hispanic,0.7967834600894415
Female,Greater than 45,African-American,0.796783423229633
Female,25 - 45,Hispanic,0.7967832931917445
Male,25 - 45,Caucasian,0.7967832292336962
Male,Greater than 45,Other,0.7967831732696364
Male,25 - 45,African-American,0.7967831420458092
Male,25 - 45,Caucasian,0.7967830606231887
Female,25 - 45,Caucasian,0.796782904182473
Female,25 - 45,Hispanic,0.7967828534490524
Male,25 - 45,Caucasian,0.796782806715555
Male,25 - 45,Other,0.7967827175917146
Male,25 - 45,Caucasian,0.796782703607611
Male,25 - 45,Caucasian,0.7967824646694003
Male,25 - 45,African-American,0.796782441319669
Male,25 - 45,African-American,0.7967824229041445
Male,25 - 45,Caucasian,0.7967823139167741
Male,25 - 45,Caucasian,0.7967822931155999
Female,25 - 45,Caucasian,0.7967822732643588
Male,Greater than 45,Caucasian,0.7967822639903828
Male,25 - 45,Hispanic,0.7967822432736318
Male,25 - 45,Caucasian,0.7967822101329948
Male,Greater than 45,African-American,0.7945917008498763
Male,Greater than 45,Caucasian,0.794590531550906
Male,Greater than 45,Caucasian,0.7945900619475808
Female,Greater than 45,Caucasian,0.7931266429670788
Male,Greater than 45,African-American,0.7931265888255092
Male,Greater than 45,African-American,0.7916695584117421
Male,25 - 45,Caucasian,0.79166827035179
Male,Greater than 45,African-American,0.7916677719830819
Male,25 - 45,African-American,0.7916677036965055
Female,25 - 45,Caucasian,0.7916672816638671
Male,Greater than 45,Caucasian,0.7916671999204655
Male,25 - 45,Caucasian,0.7916671439140378
Female,Greater than 45,Caucasian,0.7916668198504185
Male,Greater than 45,African-American,0.7916664816643302
Female,25 - 45,Caucasian,0.7916664796703379
Male,Greater than 45,African-American,0.7916659255359161
Male,25 - 45,Other,0.7916658673664418
Male,25 - 45,Caucasian,0.7916652469720731
Male,25 - 45,Caucasian,0.7902069702306957
Male,25 - 45,Caucasian,0.7902068129541582
Female,25 - 45,African-American,0.7902068084633657
Male,25 - 45,Hispanic,0.7902067925208829
Male,25 - 45,Caucasian,0.7902067800439864
Male,25 - 45,Caucasian,0.7902067624685598
Male,25 - 45,African-American,0.7902064651566192
Male,25 - 45,Caucasian,0.7902061860019719
Male,25 - 45,Caucasian,0.790205990102892
Male,Greater than 45,African-American,0.7902056519455303
Male,25 - 45,Hispanic,0.7902054737533971
Male,25 - 45,Caucasian,0.7902051299276646
Female,25 - 45,African-American,0.7902050453476891
Male,25 - 45,Hispanic,0.7902048920931561
Male,Greater than 45,Hispanic,0.7902043198170181
Female,25 - 45,Caucasian,0.7902042276163874
Male,25 - 45,Hispanic,0.7902042103303584
Female,25 - 45,Caucasian,0.7902041172677294
